Navigate,AccountAliasName,OrgnztnNumber,BusinessNatureCode,OrgnztnName,ISOCountryCode,ISOLanguageCode,OrgnztnStatusCode,OrgnztnClasscode,UplinePlatinumOrgnztnNumber,UplineSponsorOrgnztnNumber,HostUpdateDatetime,DeletedRowFlag,PaymentModeCode,UserTypeCode,FirstName,MiddleName,LastName,SuffixName,PreferredFirstName,BirthDate,EthnicityCode,GenderCode,MinorFlag,MaritalStatusCode,ChildrenQuantity,TaxFlag,PrimaryUserFlag,AuditCreateDatetime,AuditUpdateDatetime,AuditUserIdentifier
,,7136028,BusinessOwner,AMWAY 7136028  ABO 7136028,DK,DA,ActiveStatus,AssociateIBOClassCode,7006186,7000901,10/5/2012 4:08,FALSE,,Applicant1,ABO 7136028,,AMWAY 7136028,,,4/7/1963 0:00,,Female,FALSE,,0,FALSE,TRUE,10/5/2012 1:49,10/5/2012 1:49,WEB01-QA\CMNQF24
,,7136641,BusinessOwner,AMWAY 7136641  ABO 7136641,DK,DA,ActiveStatus,AssociateIBOClassCode,7002847,7002847,10/5/2012 4:09,FALSE,,Applicant1,ABO 7136641,,AMWAY 7136641,,,4/21/1972 0:00,,Female,FALSE,,0,FALSE,TRUE,10/5/2012 1:52,10/5/2012 1:52,WEB01-QA\CMNQF24
,,72,BusinessOwner,AMWAY 0000072  ABO 0000072,DK,DA,ActiveStatus,AssociateIBOClassCode,6,6,1/4/2013 1:11,FALSE,,Applicant1,ABO 0000072,,AMWAY 0000072,,,,,Female,FALSE,,0,FALSE,TRUE,10/5/2012 0:56,1/3/2013 21:07,WEB01-QA\CMNQF24
,,7499043,BusinessOwner,AMWAY 7499043  ABO 7499043,DK,DA,ActiveStatus,AssociateIBOClassCode,7499016,7001111,10/5/2012 3:28,FALSE,,Applicant1,ABO 7499043,,AMWAY 7499043,,,,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:29,10/4/2012 21:29,WEB01-QA\CMNQF24
,,7499043,BusinessOwner,AMWAY 7499043  ABO 7499043,DK,DA,ActiveStatus,AssociateIBOClassCode,7499016,7001111,10/5/2012 3:28,FALSE,,LegalEntity,,,AMWAY 7499043,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:29,10/4/2012 21:29,WEB01-QA\CMNQF24
,,7499429,BusinessOwner,AMWAY 7499429  ABO 7499429,DK,DA,ActiveStatus,AssociateIBOClassCode,7031747,7001051,10/5/2012 3:30,FALSE,,Applicant1,ABO 7499429,,AMWAY 7499429,,,,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:33,10/4/2012 21:33,WEB01-QA\CMNQF24
,,7499429,BusinessOwner,AMWAY 7499429  ABO 7499429,DK,DA,ActiveStatus,AssociateIBOClassCode,7031747,7001051,10/5/2012 3:30,FALSE,,Applicant2,ABO 7499429,,AMWAY 7499429,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:33,10/4/2012 21:33,WEB01-QA\CMNQF24
,,7001030,BusinessOwner,AMWAY 7001030  ABO 7001030,DK,DA,ActiveStatus,AssociateIBOClassCode,7004043,7009005,10/5/2012 3:29,FALSE,,Applicant1,ABO 7001030,,AMWAY 7001030,,,9/9/1979 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:31,10/4/2012 21:31,WEB01-QA\CMNQF24
,,7002293,BusinessOwner,AMWAY 7002293  ABO 7002293,DK,DA,ActiveStatus,AssociateIBOClassCode,7009008,7009008,10/5/2012 3:29,FALSE,,Applicant1,ABO 7002293,,AMWAY 7002293,,,3/18/1965 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7002812,BusinessOwner,AMWAY 7002812  ABO 7002812,DK,DA,ActiveStatus,AssociateIBOClassCode,7002847,7002904,11/1/2012 15:41,FALSE,,Applicant1,ABO 7002812,,AMWAY 7002812,,,4/29/1956 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:31,11/1/2012 10:41,WEB01-QA\CMNQF24
,,7002812,BusinessOwner,AMWAY 7002812  ABO 7002812,DK,DA,ActiveStatus,AssociateIBOClassCode,7002847,7002904,11/1/2012 15:41,FALSE,,Applicant2,ABO 7002812,,AMWAY 7002812,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:31,11/1/2012 10:41,WEB01-QA\CMNQF24
,,7004222,BusinessOwner,AMWAY 7004222  ABO 7004222,DK,DA,ActiveStatus,AssociateIBOClassCode,8999650,7004221,10/5/2012 3:29,FALSE,,Applicant1,ABO 7004222,,AMWAY 7004222,,,6/18/1955 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:31,10/4/2012 21:31,WEB01-QA\CMNQF24
,,7004222,BusinessOwner,AMWAY 7004222  ABO 7004222,DK,DA,ActiveStatus,AssociateIBOClassCode,8999650,7004221,10/5/2012 3:29,FALSE,,Applicant2,ABO 7004222,,AMWAY 7004222,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:31,10/4/2012 21:31,WEB01-QA\CMNQF24
,,7004378,BusinessOwner,AMWAY 7004378  ABO 7004378,DK,DA,ActiveStatus,AssociateIBOClassCode,7009048,7004049,10/5/2012 3:29,FALSE,,Applicant1,ABO 7004378,,AMWAY 7004378,,,8/13/1956 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7004378,BusinessOwner,AMWAY 7004378  ABO 7004378,DK,DA,ActiveStatus,AssociateIBOClassCode,7009048,7004049,10/5/2012 3:29,FALSE,,Applicant2,ABO 7004378,,AMWAY 7004378,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7004423,BusinessOwner,AMWAY 7004423  ABO 7004423,DK,DA,ActiveStatus,AssociateIBOClassCode,7009048,7004049,10/5/2012 3:29,FALSE,,Applicant1,ABO 7004423,,AMWAY 7004423,,,11/22/1946 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7004423,BusinessOwner,AMWAY 7004423  ABO 7004423,DK,DA,ActiveStatus,AssociateIBOClassCode,7009048,7004049,10/5/2012 3:29,FALSE,,Applicant2,ABO 7004423,,AMWAY 7004423,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7004634,BusinessOwner,AMWAY 7004634  ABO 7004634,DK,DA,ActiveStatus,AssociateIBOClassCode,8999002,7007589,10/5/2012 3:29,FALSE,,Applicant1,ABO 7004634,,AMWAY 7004634,,,11/24/1938 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:31,10/4/2012 21:31,WEB01-QA\CMNQF24
,,7004634,BusinessOwner,AMWAY 7004634  ABO 7004634,DK,DA,ActiveStatus,AssociateIBOClassCode,8999002,7007589,10/5/2012 3:29,FALSE,,Applicant2,ABO 7004634,,AMWAY 7004634,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:31,10/4/2012 21:31,WEB01-QA\CMNQF24
,,7007227,BusinessOwner,AMWAY 7007227  ABO 7007227,DK,DA,ActiveStatus,AssociateIBOClassCode,7004043,7007522,10/5/2012 3:29,FALSE,,Applicant1,ABO 7007227,,AMWAY 7007227,,,5/13/1955 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7007227,BusinessOwner,AMWAY 7007227  ABO 7007227,DK,DA,ActiveStatus,AssociateIBOClassCode,7004043,7007522,10/5/2012 3:29,FALSE,,Applicant2,ABO 7007227,,AMWAY 7007227,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7007264,BusinessOwner,AMWAY 7007264  ABO 7007264,DK,DA,ActiveStatus,AssociateIBOClassCode,7006186,7007533,10/5/2012 3:29,FALSE,,Applicant1,ABO 7007264,,AMWAY 7007264,,,8/3/1980 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7009008,BusinessOwner,AMWAY 7009008  ABO 7009008,DK,DA,ActiveStatus,PlatinumClassCode,7009048,7004049,10/5/2012 3:29,FALSE,,Applicant1,ABO 7009008,,AMWAY 7009008,,,7/8/1969 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7009008,BusinessOwner,AMWAY 7009008  ABO 7009008,DK,DA,ActiveStatus,PlatinumClassCode,7009048,7004049,10/5/2012 3:29,FALSE,,Applicant2,ABO 7009008,,AMWAY 7009008,,,1/1/1901 0:00,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7009025,BusinessOwner,AMWAY 7009025  ABO 7009025,DK,DA,ActiveStatus,AssociateIBOClassCode,8999642,7009002,10/5/2012 3:29,FALSE,,Applicant1,ABO 7009025,,AMWAY 7009025,,,4/6/1959 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:30,10/4/2012 21:30,WEB01-QA\CMNQF24
,,7026093,BusinessOwner,AMWAY 7026093  ABO 7026093,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,2/5/2013 20:08,FALSE,,Applicant1,ABO 7026093,,AMWAY 7026093,,,1/6/1973 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:32,2/5/2013 14:18,WEB01-QA\CMNQF24
,,7026093,BusinessOwner,AMWAY 7026093  ABO 7026093,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,2/5/2013 20:08,FALSE,,Applicant2,ABO 7026093,,AMWAY 7026093,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:32,2/5/2013 14:18,WEB01-QA\CMNQF24
,,7026490,BusinessOwner,AMWAY 7026490  ABO 7026490,DK,DA,ActiveStatus,AssociateIBOClassCode,7002847,7002904,12/27/2012 9:46,FALSE,,Applicant1,ABO 7026490,,AMWAY 7026490,,,8/11/1961 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:32,12/27/2012 3:51,WEB01-QA\CMNQF24
,,7026490,BusinessOwner,AMWAY 7026490  ABO 7026490,DK,DA,ActiveStatus,AssociateIBOClassCode,7002847,7002904,12/27/2012 9:46,FALSE,,Applicant2,ABO 7026490,,AMWAY 7026490,,,4/23/1913 0:00,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:32,12/27/2012 3:51,WEB01-QA\CMNQF24
,,7026706,BusinessOwner,AMWAY 7026706  ABO 7026706,DK,DA,ActiveStatus,AssociateIBOClassCode,7004043,7009005,10/5/2012 3:32,FALSE,,Applicant1,ABO 7026706,,AMWAY 7026706,,,8/1/1981 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:38,10/4/2012 21:38,WEB01-QA\CMNQF24
,,7026836,BusinessOwner,AMWAY 7026836  ABO 7026836,DK,DA,ActiveStatus,AssociateIBOClassCode,7006186,7007533,10/5/2012 3:29,FALSE,,Applicant1,ABO 7026836,,AMWAY 7026836,,,2/27/1955 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:32,10/4/2012 21:32,WEB01-QA\CMNQF24
,,7026836,BusinessOwner,AMWAY 7026836  ABO 7026836,DK,DA,ActiveStatus,AssociateIBOClassCode,7006186,7007533,10/5/2012 3:29,FALSE,,Applicant2,ABO 7026836,,AMWAY 7026836,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:32,10/4/2012 21:32,WEB01-QA\CMNQF24
,,7027952,BusinessOwner,AMWAY 7027952  ABO 7027952,DK,DA,ActiveStatus,AssociateIBOClassCode,7009008,7009008,2/5/2013 20:09,FALSE,,Applicant1,ABO 7027952,,AMWAY 7027952,,,11/24/1950 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:33,2/5/2013 14:18,WEB01-QA\CMNQF24
,,7028295,BusinessOwner,AMWAY 7028295  ABO 7028295,DK,DA,ActiveStatus,AssociateIBOClassCode,7002847,7002904,11/1/2012 15:41,FALSE,,Applicant1,ABO 7028295,,AMWAY 7028295,,,1/27/1962 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:32,11/1/2012 10:41,WEB01-QA\CMNQF24
,,7028295,BusinessOwner,AMWAY 7028295  ABO 7028295,DK,DA,ActiveStatus,AssociateIBOClassCode,7002847,7002904,11/1/2012 15:41,FALSE,,Applicant2,ABO 7028295,,AMWAY 7028295,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:32,11/1/2012 10:41,WEB01-QA\CMNQF24
,,7028980,BusinessOwner,AMWAY 7028980  ABO 7028980,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,2/5/2013 20:08,FALSE,,Applicant1,ABO 7028980,,AMWAY 7028980,,,12/31/1974 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:32,2/5/2013 14:18,WEB01-QA\CMNQF24
,,7032525,BusinessOwner,AMWAY 7032525  ABO 7032525,DK,DA,ActiveStatus,AssociateIBOClassCode,7031747,7004086,10/5/2012 3:30,FALSE,,Applicant1,ABO 7032525,,AMWAY 7032525,,,3/22/1959 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:33,10/4/2012 21:33,WEB01-QA\CMNQF24
,,7032525,BusinessOwner,AMWAY 7032525  ABO 7032525,DK,DA,ActiveStatus,AssociateIBOClassCode,7031747,7004086,10/5/2012 3:30,FALSE,,Applicant2,ABO 7032525,,AMWAY 7032525,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:33,10/4/2012 21:33,WEB01-QA\CMNQF24
,,7032973,BusinessOwner,AMWAY 7032973  ABO 7032973,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:30,FALSE,,Applicant1,ABO 7032973,,AMWAY 7032973,,,5/4/1975 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:33,10/4/2012 21:33,WEB01-QA\CMNQF24
,,7032997,BusinessOwner,AMWAY 7032997  ABO 7032997,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:30,FALSE,,Applicant1,ABO 7032997,,AMWAY 7032997,,,4/27/1966 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:33,10/4/2012 21:33,WEB01-QA\CMNQF24
,,7032997,BusinessOwner,AMWAY 7032997  ABO 7032997,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:30,FALSE,,Applicant2,ABO 7032997,,AMWAY 7032997,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:33,10/4/2012 21:33,WEB01-QA\CMNQF24
,,7033423,BusinessOwner,AMWAY 7033423  ABO 7033423,DK,DA,ActiveStatus,SilverSponsorClassCode,7009008,7009008,2/5/2013 20:09,FALSE,,Applicant1,ABO 7033423,,AMWAY 7033423,,,3/13/1973 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:33,2/5/2013 14:18,WEB01-QA\CMNQF24
,,7035004,BusinessOwner,AMWAY 7035004  ABO 7035004,DK,DA,ActiveStatus,AssociateIBOClassCode,7009048,7002862,10/5/2012 3:31,FALSE,,Applicant1,ABO 7035004,,AMWAY 7035004,,,3/10/1960 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:36,10/4/2012 21:36,WEB01-QA\CMNQF24
,,7035004,BusinessOwner,AMWAY 7035004  ABO 7035004,DK,DA,ActiveStatus,AssociateIBOClassCode,7009048,7002862,10/5/2012 3:31,FALSE,,Applicant2,ABO 7035004,,AMWAY 7035004,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:36,10/4/2012 21:36,WEB01-QA\CMNQF24
,,7035709,BusinessOwner,AMWAY 7035709  ABO 7035709,DK,DA,ActiveStatus,AssociateIBOClassCode,7004043,7009005,10/5/2012 3:31,FALSE,,Applicant1,ABO 7035709,,AMWAY 7035709,,,3/10/1961 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:34,10/4/2012 21:34,WEB01-QA\CMNQF24
,,7035709,BusinessOwner,AMWAY 7035709  ABO 7035709,DK,DA,ActiveStatus,AssociateIBOClassCode,7004043,7009005,10/5/2012 3:31,FALSE,,Applicant2,ABO 7035709,,AMWAY 7035709,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:34,10/4/2012 21:34,WEB01-QA\CMNQF24
,,7035709,BusinessOwner,AMWAY 7035709  ABO 7035709,DK,DA,ActiveStatus,AssociateIBOClassCode,7004043,7009005,10/5/2012 3:31,FALSE,,LegalEntity,,,AMWAY 7035709,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:34,10/4/2012 21:34,WEB01-QA\CMNQF24
,,7036483,BusinessOwner,AMWAY 7036483  ABO 7036483,DK,DA,ActiveStatus,AssociateIBOClassCode,7031747,7004086,10/5/2012 3:31,FALSE,,Applicant1,ABO 7036483,,AMWAY 7036483,,,2/2/1949 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:35,10/4/2012 21:35,WEB01-QA\CMNQF24
,,7037261,BusinessOwner,AMWAY 7037261  ABO 7037261,DK,DA,ActiveStatus,AssociateIBOClassCode,7004043,7009005,10/5/2012 3:35,FALSE,,Applicant1,ABO 7037261,,AMWAY 7037261,,,7/16/1952 0:00,,Female,FALSE,,0,FALSE,TRUE,10/4/2012 21:53,10/4/2012 21:53,WEB01-QA\CMNQF24
,,7037902,BusinessOwner,AMWAY 7037902  ABO 7037902,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:31,FALSE,,Applicant1,ABO 7037902,,AMWAY 7037902,,,4/22/1955 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:35,10/4/2012 21:35,WEB01-QA\CMNQF24
,,7037902,BusinessOwner,AMWAY 7037902  ABO 7037902,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:31,FALSE,,Applicant2,ABO 7037902,,AMWAY 7037902,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:35,10/4/2012 21:35,WEB01-QA\CMNQF24
,,7038711,BusinessOwner,AMWAY 7038711  ABO 7038711,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:32,FALSE,,Applicant1,ABO 7038711,,AMWAY 7038711,,,,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:36,10/4/2012 21:36,WEB01-QA\CMNQF24
,,7038711,BusinessOwner,AMWAY 7038711  ABO 7038711,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:32,FALSE,,Applicant2,ABO 7038711,,AMWAY 7038711,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:36,10/4/2012 21:36,WEB01-QA\CMNQF24
,,7038722,BusinessOwner,AMWAY 7038722  ABO 7038722,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:32,FALSE,,Applicant1,ABO 7038722,,AMWAY 7038722,,,6/27/1970 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:36,10/4/2012 21:36,WEB01-QA\CMNQF24
,,7038722,BusinessOwner,AMWAY 7038722  ABO 7038722,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:32,FALSE,,Applicant2,ABO 7038722,,AMWAY 7038722,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:36,10/4/2012 21:36,WEB01-QA\CMNQF24
,,7038911,BusinessOwner,AMWAY 7038911  ABO 7038911,DK,DA,ActiveStatus,SilverSponsorClassCode,7009008,7009008,10/5/2012 3:31,FALSE,,Applicant1,ABO 7038911,,AMWAY 7038911,,,1/31/1969 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:36,10/4/2012 21:36,WEB01-QA\CMNQF24
,,7038911,BusinessOwner,AMWAY 7038911  ABO 7038911,DK,DA,ActiveStatus,SilverSponsorClassCode,7009008,7009008,10/5/2012 3:31,FALSE,,Applicant2,ABO 7038911,,AMWAY 7038911,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:36,10/4/2012 21:36,WEB01-QA\CMNQF24
,,7039632,BusinessOwner,AMWAY 7039632  ABO 7039632,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,1/24/2013 9:57,FALSE,,Applicant1,ABO 7039632,,AMWAY 7039632,,,10/11/1965 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:39,1/24/2013 3:57,WEB01-QA\CMNQF24
,,7041826,BusinessOwner,AMWAY 7041826  ABO 7041826,DK,DA,ActiveStatus,AssociateIBOClassCode,7009048,7002862,10/5/2012 3:33,FALSE,,Applicant1,ABO 7041826,,AMWAY 7041826,,,9/24/1980 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:42,10/4/2012 21:42,WEB01-QA\CMNQF24
,,7041830,BusinessOwner,AMWAY 7041830  ABO 7041830,DK,DA,ActiveStatus,AssociateIBOClassCode,7009048,7002862,10/5/2012 3:33,FALSE,,Applicant1,ABO 7041830,,AMWAY 7041830,,,11/21/1954 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:42,10/4/2012 21:42,WEB01-QA\CMNQF24
,,7042496,BusinessOwner,AMWAY 7042496  ABO 7042496,DK,DA,ActiveStatus,AssociateIBOClassCode,7028922,7061199,10/5/2012 3:34,FALSE,,Applicant1,ABO 7042496,,AMWAY 7042496,,,10/9/1952 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:45,10/4/2012 21:45,WEB01-QA\CMNQF24
,,7042496,BusinessOwner,AMWAY 7042496  ABO 7042496,DK,DA,ActiveStatus,AssociateIBOClassCode,7028922,7061199,10/5/2012 3:34,FALSE,,Applicant2,ABO 7042496,,AMWAY 7042496,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:45,10/4/2012 21:45,WEB01-QA\CMNQF24
,,7044322,BusinessOwner,AMWAY 7044322  ABO 7044322,DK,DA,ActiveStatus,AssociateIBOClassCode,7031747,7004267,10/5/2012 3:34,FALSE,,Applicant1,ABO 7044322,,AMWAY 7044322,,,2/11/1955 0:00,,Female,FALSE,,0,FALSE,TRUE,10/4/2012 21:45,10/4/2012 21:45,WEB01-QA\CMNQF24
,,7044470,BusinessOwner,AMWAY 7044470  ABO 7044470,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:32,FALSE,,Applicant1,ABO 7044470,,AMWAY 7044470,,,9/4/1952 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:40,10/4/2012 21:40,WEB01-QA\CMNQF24
,,7044525,BusinessOwner,AMWAY 7044525  ABO 7044525,DK,DA,ActiveStatus,AssociateIBOClassCode,7033677,7058976,10/5/2012 3:35,FALSE,,Applicant1,ABO 7044525,,AMWAY 7044525,,,9/16/1959 0:00,,Female,FALSE,,0,FALSE,TRUE,10/4/2012 21:50,10/4/2012 21:50,WEB01-QA\CMNQF24
,,7044525,BusinessOwner,AMWAY 7044525  ABO 7044525,DK,DA,ActiveStatus,AssociateIBOClassCode,7033677,7058976,10/5/2012 3:35,FALSE,,Applicant2,ABO 7044525,,AMWAY 7044525,,,,,Male,FALSE,,0,FALSE,FALSE,10/4/2012 21:50,10/4/2012 21:50,WEB01-QA\CMNQF24
,,7045375,BusinessOwner,AMWAY 7045375  ABO 7045375,DK,DA,ActiveStatus,AssociateIBOClassCode,7006186,7004315,2/5/2013 20:09,FALSE,,Applicant1,ABO 7045375,,AMWAY 7045375,,,5/25/1949 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:42,2/5/2013 14:18,WEB01-QA\CMNQF24
,,7045375,BusinessOwner,AMWAY 7045375  ABO 7045375,DK,DA,ActiveStatus,AssociateIBOClassCode,7006186,7004315,2/5/2013 20:09,FALSE,,Applicant2,ABO 7045375,,AMWAY 7045375,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:42,2/5/2013 14:18,WEB01-QA\CMNQF24
,,7054857,BusinessOwner,AMWAY 7054857  ABO 7054857,DK,DA,ActiveStatus,AssociateIBOClassCode,8999643,7002870,1/4/2013 0:55,FALSE,,Applicant1,ABO 7054857,,AMWAY 7054857,,,12/16/1952 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:44,1/3/2013 19:03,WEB01-QA\CMNQF24
,,7056180,BusinessOwner,AMWAY 7056180  ABO 7056180,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:33,FALSE,,Applicant1,ABO 7056180,,AMWAY 7056180,,,12/1/1966 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:43,10/4/2012 21:43,WEB01-QA\CMNQF24
,,7056180,BusinessOwner,AMWAY 7056180  ABO 7056180,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,10/5/2012 3:33,FALSE,,Applicant2,ABO 7056180,,AMWAY 7056180,,,,,NotSpecified,FALSE,,0,FALSE,FALSE,10/4/2012 21:43,10/4/2012 21:43,WEB01-QA\CMNQF24
,,7056384,BusinessOwner,AMWAY 7056384  ABO 7056384,DK,DA,ActiveStatus,AssociateIBOClassCode,7009008,7009008,10/5/2012 3:33,FALSE,,Applicant1,ABO 7056384,,AMWAY 7056384,,,3/9/1967 0:00,,NotSpecified,FALSE,,0,FALSE,TRUE,10/4/2012 21:43,10/4/2012 21:43,WEB01-QA\CMNQF24
,,7057947,BusinessOwner,AMWAY 7057947  ABO 7057947,DK,DA,ActiveStatus,AssociateIBOClassCode,7004318,7004318,2/5/2013 20:09,FALSE,,Applicant1,ABO 7057947,,AMWAY 7057947,,,9/8/1972 0:00,,Female,FALSE,,0,FALSE,TRUE,10/4/2012 21:45,2/5/2013 14:18,WEB01-QA\CMNQF24
,,7058459,BusinessOwner,AMWAY 7058459  ABO 7058459,DK,DA,ActiveStatus,AssociateIBOClassCode,7031747,7058366,10/5/2012 3:34,FALSE,,Applicant1,ABO 7058459,,AMWAY 7058459,,,4/23/1962 0:00,,Male,FALSE,,0,FALSE,TRUE,10/4/2012 21:45,10/4/2012 21:45,WEB01-QA\CMNQF24
,,7058590,BusinessOwner,AMWAY 7058590  ABO 7058590,DK,DA,ActiveStatus,AssociateIBOClassCode,7002847,7058660,10/5/2012 3:34,FALSE,,Applicant1,ABO 7058590,,AMWAY 7058590,,,11/25/1956 0:00,,Male,FALSE,,0,FALSE,TRUE,10/4/2012 21:47,10/4/2012 21:47,WEB01-QA\CMNQF24
,,7058590,BusinessOwner,AMWAY 7058590  ABO 7058590,DK,DA,ActiveStatus,AssociateIBOClassCode,7002847,7058660,10/5/2012 3:34,FALSE,,Applicant2,ABO 7058590,,AMWAY 7058590,,,,,Female,FALSE,,0,FALSE,FALSE,10/4/2012 21:47,10/4/2012 21:47,WEB01-QA\CMNQF24
